,0,1,,,
1041,US,Norton,,,
1042,US,Columbia Heights,,,
1043,US,Richmond,,,
1044,US,Elyria,,,
1045,US,Huntington,,,
1046,US,Cypress,,,
1047,US,Ocean Acres,,,
1048,US,Scranton,,,
1049,US,Wyoming,,,
1050,US,Red Wing,,,
1051,US,Hendersonville,,,
1052,US,Durham,,,
1053,US,Long Branch,,,
1054,US,Little Rock,,,
1055,US,Ironville,,,
1056,US,Clarksville,,,
1057,US,Wheat Ridge,,,
1058,US,Augusta,,,
1059,US,Wyckoff,,,
1060,US,Berkeley,,,
1061,US,Valparaiso,,,
1062,US,Van Buren,,,
1063,US,Elk Grove Village,,,
1064,US,Ontario,,,
1065,US,Hickory,,,
1066,US,Indian Trail,,,
1067,US,Sacramento,,,
1068,US,Dixon,,,
1069,US,Lakewood,,,
1070,US,Lexington-Fayette,,,
1071,US,Athens,,,
1072,US,Bedford,,,
1073,US,Richland,,,
1074,US,Eustis,,,
1075,US,Glassboro,,,
1076,US,Deer Park,,,
1077,US,Sandy Hills,,,
1078,US,Centralia,,,
1079,US,Howard,,,
1080,US,Saint Petersburg,,,
1081,US,Burbank,,,
1082,US,Bothell,,,
1083,US,Prunedale,,,
1084,US,Westchester,,,
1085,US,Bolingbrook,,,
1086,US,Mountain Top,,,
1087,US,Three Lakes,,,
1088,US,Grand Forks,,,
1089,US,Holbrook,,,
1090,US,Arcata,,,
1091,US,Castro Valley,,,
1092,US,El Reno,,,
1093,US,Tupelo,,,
1094,US,Paradise,,,
1095,US,Lehigh Acres,,,
1096,US,Novi,,,
1097,US,Schenectady,,,
1098,US,Carrollton,,,
1099,US,Burleson,,,
1100,US,Four Corners,,,
1101,US,Chicopee,,,
1102,US,South Laurel,,,
1103,US,Cloverly,,,
1104,US,Whitehall Township,,,
1105,US,North Aurora,,,
1106,US,Davenport,,,
1107,US,Brighton,,,
1108,US,Strongsville,,,
1109,US,Laurinburg,,,
1110,US,Rio Linda,,,
1111,US,Smithfield,,,
1112,US,Savannah,,,
1113,US,Euclid,,,
1114,US,O'Fallon,,,
1115,US,Fairhaven,,,
1116,US,East Cleveland,,,
1117,US,West Sacramento,,,
1118,US,Rubidoux,,,
1119,US,West Fargo,,,
1120,US,Franklin,,,
1121,US,Avocado Heights,,,
1122,US,Baldwin,,,
1123,US,Alamogordo,,,
1124,US,Coral Gables,,,
1125,US,Clive,,,
1126,US,South Bel Air,,,
1127,US,Pinewood,,,
1128,US,Kent,,,
1129,US,Blue Island,,,
1130,US,Draper,,,
1131,US,Calexico,,,
1132,US,Wooster,,,
1133,US,Edmonds,,,
1134,US,Akron,,,
1135,US,Troy,,,
1136,US,Saint Cloud,,,
1137,US,Decatur,,,
1138,US,Sanford,,,
1139,US,Lake Worth,,,
1140,US,Lake Worth Corridor,,,
1141,US,Bostonia,,,
1142,US,West Bloomfield Township,,,
1143,US,El Dorado Hills,,,
1144,US,Davis,,,
1145,US,Roseville,,,
1146,US,Faribault,,,
1147,US,Iron River,,,
1148,US,Jefferson City,,,
1149,US,Opportunity,,,
1150,US,Derry,,,
1151,US,Leavenworth,,,
1152,US,Amesbury,,,
1153,US,West Little River,,,
1154,US,Carson City,,,
1155,US,Rolling Meadows,,,
1156,US,Coventry,,,
1157,US,Punta Gorda Isles,,,
1158,US,Punta Gorda,,,
1159,US,New York City,,,
1160,US,Sterling Heights,,,
1161,US,Pearl City,,,
1162,US,Mastic,,,
1163,US,Honolulu,,,
1164,US,Kent,,,
1165,US,Roanoke Rapids,,,
1166,US,Mountain View,,,
1167,US,Foothill Farms,,,
1168,US,Roswell,,,
1169,US,Waipahu,,,
1170,US,Broken Arrow,,,
1171,US,O'Fallon,,,
1172,US,Grants Pass,,,
1173,US,Commerce City,,,
1174,US,Easley,,,
1175,US,Homewood,,,
1176,US,Culver City,,,
1177,US,Marlboro,,,
1178,US,Anderson,,,
1179,US,Sioux City,,,
1180,US,Hialeah Gardens,,,
1181,US,La Vista,,,
1182,US,North Las Vegas,,,
1183,US,Jasper,,,
1184,US,Des Moines,,,
1185,US,Chicago,,,
1186,US,Durango,,,
1187,US,Burlington,,,
1188,US,Edison,,,
1189,US,Statesville,,,
1190,US,West Mifflin,,,
1191,US,Puyallup,,,
1192,US,Ames,,,
1193,US,Richmond,,,
1194,US,Whitehall,,,
1195,US,Brownsville,,,
1196,US,Pembroke Pines,,,
1197,US,Acworth,,,
1198,US,Hilliard,,,
1199,US,Mason,,,
1200,US,South Burlington,,,
1201,US,Ocala,,,
1202,US,Concord,,,
1203,US,Butte-Silver Bow (Balance),,,
1204,US,Salt Lake City,,,
1205,US,Terrytown,,,
1206,US,Hereford,,,
1207,US,New Smyrna Beach,,,
1208,US,Kentwood,,,
1209,US,Lafayette,,,
1210,US,Fords,,,
1211,US,Frankfort,,,
1212,US,Wailuku,,,
1213,US,Candler-McAfee,,,
1214,US,Clinton,,,
1215,US,Fairhope,,,
1216,US,Crystal,,,
1217,US,Plant City,,,
1218,US,Chanhassen,,,
1219,US,New Brighton,,,
1220,US,Ada,,,
1221,US,West Hollywood,,,
1222,US,Sandy Springs,,,
1223,US,Bay City,,,
1224,US,Mount Vernon,,,
1225,US,Saint Charles,,,
1226,US,Rock Island,,,
1227,US,Gladstone,,,
1228,US,Natchitoches,,,
1229,US,Southgate,,,
1230,US,Brentwood Estates,,,
1231,US,Grandview,,,
1232,US,Sherman Oaks,,,
1233,US,Randallstown,,,
1234,US,Tanque Verde,,,
1235,US,Madison,,,
1236,US,Inver Grove Heights,,,
1237,US,Socastee,,,
1238,US,Attleboro,,,
1239,US,Central,,,
1240,US,Pahrump,,,
1241,US,Mesquite,,,
1242,US,Michigan City,,,
1243,US,Owings Mills,,,
1244,US,Calumet City,,,
1245,US,Machesney Park,,,
1246,US,Oxford,,,
1247,US,Redlands,,,
1248,US,Austintown,,,
1249,US,Morrisville,,,
1250,US,Portland,,,
1251,US,Shoreline,,,
1252,US,Cedar Hill,,,
1253,US,Marlborough,,,
1254,US,Salina,,,
1255,US,Burton,,,
1256,US,Andover,,,
1257,US,Kansas City,,,
1258,US,Brigham City,,,
1259,US,Adelphi,,,
1260,US,Madison,,,
1261,US,Watertown,,,
1262,US,East Longmeadow,,,
1263,US,Alsip,,,
1264,US,Lafayette,,,
1265,US,Park Forest,,,
1266,US,Los Gatos,,,
1267,US,Frankfort,,,
1268,US,Menifee,,,
1269,US,West Lafayette,,,
1270,US,Carol Stream,,,
1271,US,Beaumont,,,
1272,US,West Warwick,,,
1273,US,Limerick,,,
1274,US,Hermiston,,,
1275,US,Tallahassee,,,
1276,US,Belleville,,,
1277,US,Westfield,,,
1278,US,Sand Springs,,,
1279,US,Cimarron Hills,,,
1280,US,Catalina Foothills,,,
1281,US,Sterling,,,
1282,US,Lorain,,,
1283,US,Gilbert,,,
1284,US,Bossier City,,,
1285,US,Lavergne,,,
1286,US,Moore,,,
1287,US,Paramount,,,
1288,US,Lubbock,,,
1289,US,Oakdale,,,
1290,US,Springfield,,,
1291,US,Peabody,,,
1292,US,Cookeville,,,
1293,US,San Dimas,,,
1294,US,El Mirage,,,
1295,US,Fern Creek,,,
1296,US,Bellaire,,,
1297,US,Hurst,,,
1298,US,Wildwood,,,
1299,US,Haines City,,,
1300,US,Aurora,,,
1301,US,Dover,,,
1302,US,Miamisburg,,,
1303,US,Hopkins,,,
1304,US,Southchase,,,
1305,US,Wilmington,,,
1306,US,Waldorf,,,
1307,US,Palm Harbor,,,
1308,US,Newton,,,
1309,US,Truckee,,,
1310,US,Waukesha,,,
1311,US,Tewksbury,,,
1312,US,Saint Louis Park,,,
1313,US,Murrieta,,,
1314,US,Freeport,,,
1315,US,Hays,,,
1316,US,Sherrelwood,,,
1317,US,Winter Springs,,,
1318,US,Wenatchee,,,
1319,US,North Druid Hills,,,
1320,US,North Decatur,,,
1321,US,South Holland,,,
1322,US,Jackson,,,
1323,US,Dunwoody,,,
1324,US,Paragould,,,
1325,US,Canby,,,
1326,US,Huntington Station,,,
1327,US,San Clemente,,,
1328,US,Cockeysville,,,
1329,US,Stoughton,,,
1330,US,Dover,,,
1331,US,Montgomery,,,
1332,US,Cape Coral,,,
1333,US,Beavercreek,,,
1334,US,Binghamton,,,
1335,US,Flagami,,,
1336,US,Summit,,,
1337,US,Fort Bragg,,,
1338,US,Kettering,,,
1339,US,Appleton,,,
1340,US,Manchester,,,
1341,US,Clinton,,,
1342,US,Warren Township,,,
1343,US,Bridgewater,,,
1344,US,Allapattah,,,
1345,US,Daphne,,,
1346,US,Newark,,,
1347,US,Charleston,,,
1348,US,Camas,,,
1349,US,Muncie,,,
1350,US,Hercules,,,
1351,US,Wildomar,,,
1352,US,Wasco,,,
1353,US,Cleveland,,,
1354,US,Allentown,,,
1355,US,Hamtramck,,,
1356,US,Des Moines,,,
1357,US,Pomona,,,
1358,US,Glen Burnie,,,
1359,US,Parkland,,,
1360,US,North Port,,,
1361,US,Palmdale,,,
1362,US,Baltimore,,,
1363,US,Santa Fe,,,
1364,US,Jamestown,,,
1365,US,New Iberia,,,
1366,US,New Bedford,,,
1367,US,San Francisco,,,
1368,US,Newburg,,,
1369,US,Layton,,,
1370,US,Pleasure Ridge Park,,,
1371,US,Thomasville,,,
1372,US,The Hammocks,,,
1373,US,Los Altos,,,
1374,US,Country Walk,,,
1375,US,Campbell,,,
1376,US,Plainview,,,
1377,US,Farmington,,,
1378,US,Avenel,,,
1379,US,East Brunswick,,,
1380,US,Mishawaka,,,
1381,US,Wichita,,,
1382,US,Warwick,,,
1383,US,Lebanon,,,
1384,US,Willmar,,,
1385,US,Citrus Park,,,
1386,US,Aberdeen,,,
1387,US,Spring Valley,,,
1388,US,Kendale Lakes,,,
1389,US,Kailua,,,
1390,US,Independence,,,
1391,US,Chowchilla,,,
1392,US,Downers Grove,,,
1393,US,San Diego,,,
1394,US,Houston,,,
1395,US,Orinda,,,
1396,US,Bay Village,,,
1397,US,Franklin Square,,,
1398,US,Maywood,,,
1399,US,Benton,,,
1400,US,Maplewood,,,
1401,US,Duarte,,,
1402,US,Brighton,,,
1403,US,Milton,,,
1404,US,Malden,,,
1405,US,Barrington,,,
1406,US,Clarksdale,,,
1407,US,Murray,,,
1408,US,Florissant,,,
1409,US,Whittier,,,
1410,US,Mesa,,,
1411,US,Nashua,,,
1412,US,Hamilton,,,
1413,US,Decatur,,,
1414,US,Lebanon,,,
1415,US,Lindenwold,,,
1416,US,The Crossings,,,
1417,US,Anthem,,,
1418,US,Cheyenne,,,
1419,US,Makakilo City,,,
1420,US,Wayne,,,
1421,US,South Old Bridge,,,
1422,US,South Orange,,,
1423,US,Boulder,,,
1424,US,Lochearn,,,
1425,US,Kalispell,,,
1426,US,San Mateo,,,
1427,US,Muskego,,,
1428,US,Asbury Park,,,
1429,US,Rowland Heights,,,
1430,US,Palm River-Clair Mel,,,
1431,US,Ronkonkoma,,,
1432,US,Washington,,,
1433,US,Hobbs,,,
1434,US,Fort Thomas,,,
1435,US,Winchester,,,
1436,US,Mount Juliet,,,
1437,US,Milford,,,
1438,US,Detroit,,,
1439,US,Blytheville,,,
1440,US,Somerville,,,
1441,US,Soledad,,,
1442,US,West Milford,,,
1443,US,Oxnard Shores,,,
1444,US,South Ogden,,,
1445,US,Bonita Springs,,,
1446,US,Maryland City,,,
1447,US,Wauwatosa,,,
1448,US,New Philadelphia,,,
1449,US,Mililani Town,,,
1450,US,Bellwood,,,
1451,US,Harvey,,,
1452,US,Grandville,,,
1453,US,North Little Rock,,,
1454,US,Logansport,,,
1455,US,Pittsfield,,,
1456,US,Graham,,,
1457,US,Orlando,,,
1458,US,Rome,,,
1459,US,Florence,,,
1460,US,El Cerrito,,,
1461,US,Menomonee Falls,,,
1462,US,Ocean Springs,,,
1463,US,Meads,,,
1464,US,Danville,,,
1465,US,Rochester,,,
1466,US,Bullhead City,,,
1467,US,Easton,,,
1468,US,Apple Valley,,,
1469,US,Fuquay-Varina,,,
1470,US,Miami Beach,,,
1471,US,Eggertsville,,,
1472,US,Gastonia,,,
1473,US,Middletown,,,
1474,US,Decatur,,,
1475,US,Lenexa,,,
1476,US,Asheville,,,
1477,US,Fair Lawn,,,
1478,US,Arlington,,,
1479,US,Buena Park,,,
1480,US,Maple Heights,,,
1481,US,Secaucus,,,
1482,US,Petaluma,,,
1483,US,Iowa City,,,
1484,US,Huntley,,,
1485,US,Garfield,,,
1486,US,Lake Forest,,,
1487,US,Kearny,,,
1488,US,Henderson,,,
1489,US,Pacifica,,,
1490,US,Baton Rouge,,,
1491,US,Elmira,,,
1492,US,Chaska,,,
1493,US,Concord,,,
1494,US,Roselle,,,
1495,US,Madisonville,,,
1496,US,Atascocita,,,
1497,US,Madison,,,
1498,US,Edina,,,
1499,US,Milwaukee,,,
1500,US,Paso Robles,,,
1501,US,Goodlettsville,,,
1502,US,Fort Worth,,,
1503,US,Beltsville,,,
1504,US,Mountain Brook,,,
1505,US,Boca Del Mar,,,
1506,US,Arbutus,,,
1507,US,Fairbanks,,,
1508,US,Brent,,,
1509,US,Castaic,,,
1510,US,Kendall West,,,
1511,US,North Bellmore,,,
1512,US,Clearwater,,,
1513,US,Saginaw,,,
1514,US,Hanover Park,,,
1515,US,Cutler,,,
1516,US,Everett,,,
1517,US,Upper Alton,,,
1518,US,Wekiwa Springs,,,
1519,US,Spring Valley,,,
1520,US,Kīhei,,,
1521,US,Tucker,,,
1522,US,LaPorte,,,
1523,US,Fort Lee,,,
1524,US,Westmont,,,
1525,US,Reedley,,,
1526,US,Glen Cove,,,
1527,US,Bessemer,,,
1528,US,Needham,,,
1529,US,Easthampton,,,
1530,US,Arcadia,,,
1531,US,Janesville,,,
1532,US,Hollister,,,
1533,US,Burlingame,,,
1534,US,Bloomingdale,,,
1535,US,Barstow,,,
1536,US,Duncan,,,
1537,US,Dixiana,,,
1538,US,Port Orange,,,
1539,US,Okemos,,,
1540,US,Martinez,,,
1541,US,Pearl,,,
1542,US,Casselberry,,,
1543,US,Duluth,,,
1544,US,Terre Haute,,,
1545,US,West Raleigh,,,
1546,US,Randolph,,,
1547,US,Grand Island,,,
1548,US,Bellmore,,,
1549,US,Coral Springs,,,
1550,US,Florence,,,
1551,US,Erie,,,
1552,US,Orland Park,,,
1553,US,West Albany,,,
1554,US,Richmond,,,
1555,US,Huntington Beach,,,
1556,US,Greenfield,,,
1557,US,Colchester,,,
1558,US,Sunset,,,
1559,US,Sierra Vista,,,
1560,US,West Des Moines,,,
1561,US,Northbrook,,,
1562,US,Pittsburgh,,,
1563,US,San Luis,,,
1564,US,Sicklerville,,,
1565,US,Bel Air North,,,
1566,US,Fayetteville,,,
1567,US,Bethesda,,,
1568,US,Pawtucket,,,
1569,US,Titusville,,,
1570,US,Torrance,,,
1571,US,Princeton,,,
1572,US,Saugus,,,
1573,US,Brownsville,,,
1574,US,Central Point,,,
1575,US,Council Bluffs,,,
1576,US,Thomasville,,,
1577,US,Sheboygan,,,
1578,US,Martha Lake,,,
1579,US,McDonough,,,
1580,US,Rutherford,,,
1581,US,Westerville,,,
1582,US,Overland,,,
1583,US,Bedford,,,
1584,US,Florida Ridge,,,
1585,US,Palisades Park,,,
1586,US,Eastlake,,,
1587,US,Omaha,,,
1588,US,Oak Grove,,,
1589,US,Palo Alto,,,
1590,US,Fountain Hills,,,
1591,US,Amherst Center,,,
1592,US,Gillette,,,
1593,US,Cleveland,,,
1594,US,Saratoga,,,
1595,US,White Bear Lake,,,
1596,US,Margate,,,
1597,US,Brookfield,,,
1598,US,Middle River,,,
1599,US,Walnut Park,,,
1600,US,Wolcott,,,
1601,US,Taylor,,,
1602,US,Fairwood,,,
1603,US,Frederick,,,
1604,US,Wadsworth,,,
1605,US,Ennis,,,
1606,US,East Ridge,,,
1607,US,Westfield,,,
1608,US,Meridian,,,
1609,US,Rockland,,,
1610,US,South Peabody,,,
1611,US,Davie,,,
1612,US,Tonawanda,,,
1613,US,Irondequoit,,,
1614,US,Warren,,,
1615,US,Florin,,,
1616,US,Pleasant Grove,,,
1617,US,Rancho Mirage,,,
1618,US,Bethel Park,,,
1619,US,Affton,,,
1620,US,Inglewood,,,
1621,US,Idaho Falls,,,
1622,US,Montclair,,,
1623,US,Bensonhurst,,,
1624,US,Passaic,,,
1625,US,Greeley,,,
1626,US,Arlington Heights,,,
1627,US,Longmeadow,,,
1628,US,Ottumwa,,,
1629,US,Cahokia,,,
1630,US,Iona,,,
1631,US,Chickasha,,,
1632,US,South Gate,,,
1633,US,Lancaster,,,
1634,US,Simi Valley,,,
1635,US,Rosedale,,,
1636,US,Salem,,,
1637,US,Siloam Springs,,,
1638,US,Rocklin,,,
1639,US,Ruston,,,
1640,US,Brenham,,,
1641,US,North Tonawanda,,,
1642,US,North Valley Stream,,,
1643,US,Carrollwood Village,,,
1644,US,Carrollwood,,,
1645,US,Dublin,,,
1646,US,Conway,,,
1647,US,Saint George,,,
1648,US,Towson,,,
1649,US,Deer Park,,,
1650,US,East Rancho Dominguez,,,
1651,US,Lino Lakes,,,
1652,US,Biddeford,,,
1653,US,Salinas,,,
1654,US,Boyle Heights,,,
1655,US,Twentynine Palms,,,
1656,US,Burlington,,,
1657,US,Apple Valley,,,
1658,US,Westerly,,,
1659,US,Mount Vernon,,,
1660,US,Port Washington,,,
1661,US,Wilsonville,,,
1662,US,Park Ridge,,,
1663,US,Melrose Park,,,
1664,US,Auburn,,,
1665,US,Lynbrook,,,
1666,US,Romulus,,,
1667,US,Murfreesboro,,,
1668,US,San Juan Capistrano,,,
1669,US,Tamiami,,,
1670,US,Caldwell,,,
1671,US,Land O' Lakes,,,
1672,US,Rochester,,,
1673,US,Cartersville,,,
1674,US,Carmichael,,,
1675,US,Fillmore,,,
1676,US,Vero Beach,,,
1677,US,East Florence,,,
1678,US,North Bay Shore,,,
1679,US,Pooler,,,
1680,US,Frankfort,,,
1681,US,Maumelle,,,
1682,US,Kuna,,,
1683,US,Mill Creek,,,
1684,US,Cooper City,,,
1685,US,East Los Angeles,,,
1686,US,Columbia,,,
1687,US,Belle Glade,,,
1688,US,North Hollywood,,,
1689,US,Missoula,,,
1690,US,Hallandale Beach,,,
1691,US,Hunt Valley,,,
1692,US,Tillmans Corner,,,
1693,US,Wheeling,,,
1694,US,Bellingham,,,
1695,US,Greenfield,,,
1696,US,Aspen Hill,,,
1697,US,Cuyahoga Falls,,,
1698,US,Manitowoc,,,
1699,US,Clemmons,,,
1700,US,Tulsa,,,
1701,US,Albany,,,
1702,US,Beaver Dam,,,
1703,US,Wheeling,,,
1704,US,High Point,,,
1705,US,Smyrna,,,
1706,US,Shelby,,,
1707,US,Zanesville,,,
1708,US,Cranford,,,
1709,US,Hollywood,,,
1710,US,Tukwila,,,
1711,US,Piqua,,,
1712,US,Arlington,,,
1713,US,Escondido,,,
1714,US,Batavia,,,
1715,US,Greenwood,,,
1716,US,Roosevelt,,,
1717,US,Peekskill,,,
1718,US,Bethany,,,
1719,US,Golden Gate,,,
1720,US,Georgetown,,,
1721,US,Pearl River,,,
1722,US,Edgewater,,,
1723,US,Parker,,,
1724,US,Calverton,,,
1725,US,Hueytown,,,
1726,US,Crystal Lake,,,
1727,US,North Chicopee,,,
1728,US,Flagstaff,,,
1729,US,Emporia,,,
1730,US,Baytown,,,
1731,US,Billerica,,,
1732,US,Amsterdam,,,
1733,US,Woodbury,,,
1734,US,Corinth,,,
1735,US,East Millcreek,,,
1736,US,Spanaway,,,
1737,US,West and East Lealman,,,
1738,US,Cameron Park,,,
1739,US,Palmetto Bay,,,
1740,US,East New York,,,
1741,US,Lockport,,,
1742,US,Salem,,,
1743,US,Novato,,,
1744,US,North Lauderdale,,,
1745,US,Palm Desert,,,
1746,US,Lithia Springs,,,
1747,US,Ormond Beach,,,
1748,US,Anchorage,,,
1749,US,Woburn,,,
1750,US,Hillcrest Heights,,,
1751,US,Pocatello,,,
1752,US,Castle Rock,,,
1753,US,Lebanon,,,
1754,US,Tustin,,,
1755,US,Camp Springs,,,
1756,US,Mount Vernon,,,
1757,US,Harlingen,,,
1758,US,Canton,,,
1759,US,South San Francisco,,,
1760,US,Los Angeles,,,
1761,US,Annapolis,,,
1762,US,Kirksville,,,
1763,US,Albemarle,,,
1764,US,Springdale,,,
1765,US,Rome,,,
1766,US,Taylorsville,,,
1767,US,Fort Hood,,,
1768,US,West Chicago,,,
1769,US,Griffith,,,
1770,US,Clayton,,,
1771,US,Pinole,,,
1772,US,Cedar Falls,,,
1773,US,Pontiac,,,
1774,US,Enid,,,
1775,US,Clovis,,,
1776,US,Mankato,,,
1777,US,Springfield,,,
1778,US,Austin,,,
1779,US,Manhattan Beach,,,
1780,US,Redwood City,,,
1781,US,Vernon Hills,,,
1782,US,Nogales,,,
1783,US,Bergenfield,,,
1784,US,Hanover,,,
1785,US,Weston,,,
1786,US,Green Valley,,,
1787,US,St. Louis,,,
1788,US,Lawrence,,,
1789,US,Seaside,,,
1790,US,Mahwah,,,
1791,US,Hammond,,,
1792,US,Beacon,,,
1793,US,Blythe,,,
1794,US,Watsonville,,,
1795,US,South Plainfield,,,
1796,US,Nashville,,,
1797,US,Elmwood Park,,,
1798,US,Manhattan,,,
1799,US,Durant,,,
1800,US,Encinitas,,,
1801,US,Ponte Vedra Beach,,,
1802,US,Roseville,,,
1803,US,Elmhurst,,,
1804,US,Cumberland,,,
1805,US,Elgin,,,
1806,US,Racine,,,
1807,US,Ballwin,,,
1808,US,Tiffin,,,
1809,US,Staten Island,,,
1810,US,Prairieville,,,
1811,US,Lincoln,,,
1812,US,Clinton,,,
1813,US,Dallas,,,
1814,US,North Platte,,,
1815,US,Poughkeepsie,,,
1816,US,Hoffman Estates,,,
1817,US,Cranberry Township,,,
1818,US,Five Corners,,,
1819,US,Arvada,,,
1820,US,Streetsboro,,,
1821,US,Elkhart,,,
1822,US,East Lake,,,
1823,US,Elizabeth City,,,
1824,US,Copiague,,,
1825,US,Kiryas Joel,,,
1826,US,Corvallis,,,
1827,US,South Bradenton,,,
1828,US,Garden Grove,,,
1829,US,Garfield Heights,,,
1830,US,Johnstown,,,
1831,US,Hastings,,,
1832,US,Glen Avon,,,
1833,US,Bowie,,,
1834,US,Dumont,,,
1835,US,Norristown,,,
1836,US,Hattiesburg,,,
1837,US,East Moline,,,
1838,US,Wilmette,,,
1839,US,Bloomington,,,
1840,US,Saint Andrews,,,
1841,US,Tuscaloosa,,,
1842,US,Cortland,,,
1843,US,Forrest City,,,
1844,US,Painesville,,,
1845,US,Manteca,,,
1846,US,Aiken,,,
1847,US,West Allis,,,
1848,US,West Bend,,,
1849,US,Saint Peters,,,
1850,US,Nutley,,,
1851,US,Aurora,,,
1852,US,Linden,,,
1853,US,East Providence,,,
1854,US,Lake Stevens,,,
1855,US,Conroe,,,
1856,US,Atascadero,,,
1857,US,Oak Lawn,,,
1858,US,Independence,,,
1859,US,Reynoldsburg,,,
1860,US,Arnold,,,
1861,US,Coppell,,,
1862,US,San Ramon,,,
1863,US,Conway,,,
1864,US,Moraga,,,
1865,US,Yuma,,,
1866,US,Derby,,,
1867,US,Asheboro,,,
1868,US,Dyer,,,
1869,US,Pelham,,,
1870,US,Norwood,,,
1871,US,Saint Paul,,,
1872,US,Meridian,,,
1873,US,Euless,,,
1874,US,Twinsburg,,,
1875,US,Fountain,,,
1876,US,Dinuba,,,
1877,US,Clifton,,,
1878,US,Coachella,,,
1879,US,Tallmadge,,,
1880,US,La Crescenta-Montrose,,,
1881,US,Port Angeles,,,
1882,US,Delano,,,
1883,US,Brooklyn Center,,,
1884,US,Brooklyn Park,,,
1885,US,Eastchester,,,
1886,US,Lauderdale Lakes,,,
1887,US,Urbandale,,,
1888,US,Beaverton,,,
1889,US,Jeffersontown,,,
1890,US,Ridgewood,,,
1891,US,South San Jose Hills,,,
1892,US,Olathe,,,
1893,US,Bellview,,,
1894,US,Gallatin,,,
1895,US,Fortuna Foothills,,,
1896,US,Merritt Island,,,
1897,US,Orem,,,
1898,US,York,,,
1899,US,Lake Ronkonkoma,,,
1900,US,Sun City Center,,,
1901,US,Odessa,,,
1902,US,Spokane,,,
1903,US,Queen Creek,,,
1904,US,Harrisburg,,,
1905,US,Casa de Oro-Mount Helix,,,
1906,US,Norman,,,
1907,US,Hawthorne,,,
1908,US,Burlington,,,
1909,US,Long Island City,,,
1910,US,Auburn,,,
1911,US,Savage,,,
1912,US,Hopatcong Hills,,,
1913,US,Bloomfield,,,
1914,US,Tumwater,,,
1915,US,Bloomington,,,
1916,US,Kinston,,,
1917,US,East Lansing,,,
1918,US,Barberton,,,
1919,US,San Carlos,,,
1920,US,Marblehead,,,
1921,US,Daytona Beach,,,
1922,US,Clearfield,,,
1923,US,Aurora,,,
1924,US,Murrysville,,,
1925,US,Shawnee,,,
1926,US,Phoenix,,,
1927,US,Lemay,,,
1928,US,Greeneville,,,
1929,US,Galveston,,,
1930,US,Nicholasville,,,
1931,US,Chambersburg,,,
1932,US,Marrero,,,
1933,US,Seminole,,,
1934,US,Green Bay,,,
1935,US,Greensboro,,,
1936,US,Cheshire,,,
1937,US,Lakeville,,,
1938,US,Saratoga Springs,,,
1939,US,Highland Village,,,
1940,US,Vero Beach South,,,
1941,US,Montgomery Village,,,
1942,US,Harker Heights,,,
1943,US,Fond du Lac,,,
1944,US,North Bel Air,,,
1945,US,Maitland,,,
1946,US,Portage,,,
1947,US,Placentia,,,
1948,US,Richfield,,,
1949,US,Williamsport,,,
1950,US,Oxnard,,,
1951,US,Cape Girardeau,,,
1952,US,Pascagoula,,,
1953,US,Pueblo,,,
1954,US,Taylors,,,
1955,US,Cedar Park,,,
1956,US,Garland,,,
1957,US,Desert Hot Springs,,,
1958,US,Providence,,,
1959,US,Ukiah,,,
1960,US,Canyon Lake,,,
1961,US,Peoria,,,
1962,US,Silver Firs,,,
1963,US,Vineyard,,,
1964,US,Springfield,,,
1965,US,Naples,,,
1966,US,Tamarac,,,
1967,US,Columbus,,,
1968,US,Ceres,,,
1969,US,Raleigh,,,
1970,US,Westbury,,,
1971,US,Johnson City,,,
1972,US,Coconut Grove,,,
1973,US,Plainfield,,,
1974,US,Glenvar Heights,,,
1975,US,Temple Terrace,,,
1976,US,Plymouth,,,
1977,US,Chino,,,
1978,US,Ham Lake,,,
1979,US,Pampa,,,
1980,US,Oakley,,,
1981,US,Ludlow,,,
1982,US,Bay Shore,,,
1983,US,South Whittier,,,
1984,US,Selma,,,
1985,US,Cumberland,,,
1986,US,Westbrook,,,
1987,US,Rockville,,,
1988,US,Pensacola,,,
1989,US,Glendora,,,
1990,US,Douglasville,,,
1991,US,Elk River,,,
1992,US,Atlantic City,,,
1993,US,Galt,,,
1994,US,Willimantic,,,
1995,US,Henderson,,,
1996,US,Norwalk,,,
1997,US,Wake Forest,,,
1998,US,Montebello,,,
1999,US,Provo,,,
2000,US,Hazleton,,,
2001,US,Hauppauge,,,
2002,US,Okolona,,,
2003,US,Loma Linda,,,
2004,US,Monroe,,,
2005,US,Baldwin,,,
2006,US,Lexington,,,
2007,US,Maplewood,,,
2008,US,Jacksonville,,,
2009,US,Mount Clemens,,,
2010,US,Lawrence,,,
2011,US,Bayonne,,,
2012,US,Ashland,,,
2013,US,Owatonna,,,
2014,US,Greenfield,,,
2015,US,Opa-locka,,,
2016,US,Bowling Green,,,
2017,US,Huntington,,,
2018,US,New Albany,,,
2019,US,Calhoun,,,
2020,US,Denison,,,
2021,US,Belvedere Park,,,
2022,US,Country Club,,,
2023,US,South Valley,,,
2024,US,Cicero,,,
2025,US,Central Islip,,,
2026,US,Lake Oswego,,,
2027,US,Fountainebleau,,,
2028,US,Miramar,,,
2029,US,Hanover,,,
2030,US,South Boston,,,
2031,US,Takoma Park,,,
2032,US,Jonesboro,,,
2033,US,Munster,,,
2034,US,Panama City,,,
